SN,Region,Site ID,Site Class,Snag Category,Sub Category,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
2684,AUH,AUH3177,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-09-05,2025-10-31,CLOSED,CLOSED_UNIQUE,September-24,October-25
2696,AUH,AAN2263,CLASS C,SHELTER,INTERNAL LIGHTING BULB FAULTY,MINOR,2024-09-06,2025-09-30,CLOSED,CLOSED_UNIQUE,September-24,September-25
2708,AUH,AUH3543,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2024-09-06,2025-08-19,CLOSED,CLOSED_UNIQUE,September-24,August-25
2725,AUH,AUH2094,CLASS C,FIRE SYSTEMS,FIRE EXTINGUISHER EMPTY/MISSING,MINOR,2024-09-06,2025-10-31,CLOSED,CLOSED_UNIQUE,September-24,October-25
2756,DXB,FUJ2172,CLASS C,CIVIL,SHELTER FLOOR NEEDS REPAIRING,MINOR,2024-09-07,2025-09-20,CLOSED,CLOSED_UNIQUE,September-24,September-25
2773,AUH,AUH0404A,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-09-08,2025-10-31,CLOSED,CLOSED_UNIQUE,September-24,October-25
2775,AUH,AUH0404B,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-09-08,2025-10-31,CLOSED,CLOSED_UNIQUE,September-24,October-25
2777,AUH,AUH0404C,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-09-08,2025-10-31,CLOSED,CLOSED_UNIQUE,September-24,October-25
2814,AUH,AUH2481,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-09-10,2025-09-23,CLOSED,CLOSED_UNIQUE,September-24,September-25
2848,DXB,RAK2874,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-11,2025-09-30,CLOSED,CLOSED_UNIQUE,September-24,September-25
96347,AUH,AUH3702,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2026-02-16,,OPEN,KEEP_OPEN,February-26,
97297,DXB,DXB1516,CLASS A,BATTERY,LOW CAPACITY,MAJOR,2026-03-12,,OPEN,KEEP_OPEN,March-26,
97942,AUH,AUH3014,CLASS C,DC SYSTEM,AIR FILTER DAMAGED,MINOR,2026-03-16,,OPEN,KEEP_OPEN,March-26,
96560,AUH,AUH2892,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2026-03-09,,OPEN,KEEP_OPEN,March-26,
2901,AUH,AUH2867,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2024-09-12,2025-12-13,CLOSED,CLOSED_UNIQUE,September-24,December-25
2902,AUH,AUH2867,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-09-12,2025-12-13,CLOSED,CLOSED_UNIQUE,September-24,December-25
2906,AUH,AUH2867,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2024-09-12,2025-12-13,CLOSED,CLOSED_UNIQUE,September-24,December-25
2930,DXB,RAK2898,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2024-09-13,2025-09-27,CLOSED,CLOSED_UNIQUE,September-24,September-25
2978,AUH,AUH2459,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-14,2025-09-23,CLOSED,CLOSED_UNIQUE,September-24,September-25
2980,AUH,AUH2433,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2024-09-14,2025-08-28,CLOSED,CLOSED_UNIQUE,September-24,August-25
95051,AUH,AUH3105,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2026-02-23,,OPEN,KEEP_OPEN,February-26,
95057,AUH,AUH2537,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2026-02-23,,OPEN,KEEP_OPEN,February-26,
3096,AUH,AUH2685,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-18,2025-09-20,CLOSED,CLOSED_UNIQUE,September-24,September-25
3097,AUH,AUH3799,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2024-09-18,2025-08-23,CLOSED,CLOSED_UNIQUE,September-24,August-25
3140,AUH,AUH2403,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2024-09-19,2025-09-20,CLOSED,CLOSED_UNIQUE,September-24,September-25
3141,AUH,AUH2403,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-09-19,2025-09-20,CLOSED,CLOSED_UNIQUE,September-24,September-25
3142,AUH,AUH2403,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-19,2025-09-20,CLOSED,CLOSED_UNIQUE,September-24,September-25
97927,AUH,AUH2673,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2026-03-16,,OPEN,KEEP_OPEN,March-26,
3148,AUH,AUH2670,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-19,2025-12-05,CLOSED,CLOSED_UNIQUE,September-24,December-25
3174,AUH,AUH3129,CLASS C,DC SYSTEM,RECTIFIER DOOR PANEL BROKEN,MAJOR,2024-09-19,2026-02-06,CLOSED,CLOSED_UNIQUE,September-24,February-26
3189,AUH,AUH2607,CLASS C,CIVIL,MAIN GATE FOUNDATION AND STOPPER NEED REPAIRING,MAJOR,2024-09-20,2025-09-20,CLOSED,CLOSED_UNIQUE,September-24,September-25
3193,AUH,AUH2662,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-20,2025-08-06,CLOSED,CLOSED_UNIQUE,September-24,August-25
3268,AUH,AUH2651,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-09-21,2025-09-27,CLOSED,CLOSED_UNIQUE,September-24,September-25
3273,AUH,AUH3533,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2024-09-21,2025-08-05,CLOSED,CLOSED_UNIQUE,September-24,August-25
3313,AUH,AUH3396,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2024-09-23,2025-09-13,CLOSED,CLOSED_UNIQUE,September-24,September-25
3335,AUH,AUH2816,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-23,2025-09-20,CLOSED,CLOSED_UNIQUE,September-24,September-25
3341,AUH,AAN2436,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-24,2025-12-10,CLOSED,CLOSED_UNIQUE,September-24,December-25
3343,AUH,AAN2436,CLASS C,CIVIL,SHELTER STEP NEEDS REPAIRING,MINOR,2024-09-24,2025-12-10,CLOSED,CLOSED_UNIQUE,September-24,December-25
3347,AUH,AAN3397,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-09-24,2025-08-15,CLOSED,CLOSED_UNIQUE,September-24,August-25
3348,AUH,AAN2264,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-24,2025-09-27,CLOSED,CLOSED_UNIQUE,September-24,September-25
3352,AUH,AUH3084,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2024-09-24,,OPEN,KEEP_OPEN,September-24,
3357,DXB,SHJ2359,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-24,2025-09-18,CLOSED,CLOSED_UNIQUE,September-24,September-25
3361,DXB,RAK2742,CLASS C,CIVIL,"MAIN GATE LOCK, HINGES, AND ALIGNMENT NEED REPAIRING",MAJOR,2024-09-24,2025-09-13,CLOSED,CLOSED_UNIQUE,September-24,September-25
3366,DXB,RAK3114,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-09-24,2025-08-20,CLOSED,CLOSED_UNIQUE,September-24,August-25
3371,AUH,AAN3103,CLASS C,OTHERS,PLANTATION,MINOR,2024-09-24,2025-08-08,CLOSED,CLOSED_UNIQUE,September-24,August-25
3408,AUH,AAN3597,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-09-24,2025-08-18,CLOSED,CLOSED_UNIQUE,September-24,August-25
3410,AUH,AUH3222,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2024-09-24,2025-11-22,CLOSED,CLOSED_UNIQUE,September-24,November-25
3412,AUH,AUH3222,CLASS C,SHELTER,INTERNAL LIGHTING BULB FAULTY,MINOR,2024-09-24,2025-11-22,CLOSED,CLOSED_UNIQUE,September-24,November-25
3419,AUH,AUH2971,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2024-09-24,,OPEN,KEEP_OPEN,September-24,
3441,DXB,DXB3508,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-09-25,2025-11-15,CLOSED,CLOSED_UNIQUE,September-24,November-25
3468,DXB,DXB1718,CLASS C,CIVIL,SHELTER ROOF WATERPROOFING,MINOR,2024-09-25,,OPEN,KEEP_OPEN,September-24,
3486,AUH,AUH2774,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2024-09-26,2025-09-24,CLOSED,CLOSED_UNIQUE,September-24,September-25
3507,DXB,SHJ3697,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2024-09-26,,OPEN,KEEP_OPEN,September-24,
3521,AUH,AUH2880,CLASS C,AIR CONDITIONING,AC LEAKAGE,MAJOR,2025-10-01,2025-10-02,CLOSED,CLOSED_UNIQUE,October-25,October-25
3554,DXB,UAQ0760,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-09-27,2025-10-08,CLOSED,CLOSED_UNIQUE,September-24,October-25
3556,DXB,DXB0024,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-09-27,2025-11-01,CLOSED,CLOSED_UNIQUE,September-24,November-25
3557,DXB,DXB0025,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-09-27,2026-01-23,CLOSED,CLOSED_UNIQUE,September-24,January-26
3588,AUH,AAN3549,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2024-09-27,2025-09-24,CLOSED,CLOSED_UNIQUE,September-24,September-25
3607,DXB,SHJ3671,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-09-28,2025-09-13,CLOSED,CLOSED_UNIQUE,September-24,September-25
3648,AUH,AUH6555,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2024-09-09,2025-09-23,CLOSED,CLOSED_UNIQUE,September-24,September-25
3655,AUH,AUH3462,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-09-09,2025-09-18,CLOSED,CLOSED_UNIQUE,September-24,September-25
3658,AUH,AUH3041,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2024-09-10,2025-09-06,CLOSED,CLOSED_UNIQUE,September-24,September-25
3669,AUH,AUH3488,CLASS C,AWL,AWL - OTHERS,MINOR,2024-09-12,2025-09-16,CLOSED,CLOSED_UNIQUE,September-24,September-25
3677,AUH,AUH3818,CLASS C,EXTERNAL ALARMS,EXTERNAL ALARMS - OTHERS,MINOR,2024-09-16,2025-10-31,CLOSED,CLOSED_UNIQUE,September-24,October-25
3682,AUH,AUH2889,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2024-09-17,2025-10-04,CLOSED,CLOSED_UNIQUE,September-24,October-25
3704,AUH,AUH2690,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-09-19,2025-09-16,CLOSED,CLOSED_UNIQUE,September-24,September-25
97318,AUH,AUH2690,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2026-03-12,,OPEN,KEEP_OPEN,March-26,
97319,AUH,AUH2690,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2026-03-12,,OPEN,KEEP_OPEN,March-26,
3731,AUH,AUH2277,CLASS C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2024-09-24,2025-09-23,CLOSED,CLOSED_UNIQUE,September-24,September-25
96905,AUH,AAN3167,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2026-03-11,,OPEN,KEEP_OPEN,March-26,
3762,AUH,AAN2506,CLASS C,POWER METER,POWER METER CABINET DAMAGED,MINOR,2024-09-28,2025-09-23,CLOSED,CLOSED_UNIQUE,September-24,September-25
3778,AUH,AUH0540A,CLASS C,POWER METER,POWER METER NOT WORKING,MINOR,2024-09-30,2026-02-06,CLOSED,CLOSED_UNIQUE,September-24,February-26
3794,AUH,AUH2215,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-09-30,2025-09-27,CLOSED,CLOSED_UNIQUE,September-24,September-25
3866,AUH,AUH2169,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-02,2025-10-18,CLOSED,CLOSED_UNIQUE,October-24,October-25
3889,AUH,AUH2629,CLASS C,AIR CONDITIONING,INDOOR AC BLOWER MOTOR FAULTY,MAJOR,2025-06-24,2025-10-31,CLOSED,CLOSED_UNIQUE,June-25,October-25
3908,DXB,IDX0915,CLASS C,MDB,AC POWER CABLE,MAJOR,2024-10-03,2026-01-08,CLOSED,CLOSED_UNIQUE,October-24,January-26
3946,DXB,UAQ2803,CLASS B,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-10-04,2026-01-08,CLOSED,CLOSED_UNIQUE,October-24,January-26
63116,AUH,AUH2571,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-09-29,2026-02-18,CLOSED,CLOSED_UNIQUE,September-25,February-26
4025,DXB,DXB0752,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-10-05,2025-10-04,CLOSED,CLOSED_UNIQUE,October-24,October-25
95228,DXB,SHJ3258,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2026-02-24,,OPEN,KEEP_OPEN,February-26,
94714,DXB,KFN2604,CLASS B,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2026-02-17,,OPEN,KEEP_OPEN,February-26,
4068,AUH,AUH6581,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-10-07,2026-02-06,CLOSED,CLOSED_UNIQUE,October-24,February-26
96359,AUH,AUH2190,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2026-02-17,,OPEN,KEEP_OPEN,February-26,
4078,DXB,DXB1979,CLASS C,POWER METER,POWER METER NOT WORKING,MINOR,2024-10-07,2026-02-06,CLOSED,CLOSED_UNIQUE,October-24,February-26
4107,DXB,shj3689,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2024-10-08,2025-09-16,CLOSED,CLOSED_UNIQUE,October-24,September-25
4116,DXB,SHJ2050,CLASS B,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2024-10-08,2025-08-23,CLOSED,CLOSED_UNIQUE,October-24,August-25
4118,DXB,SHJ2025,CLASS B,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2024-10-08,2025-08-25,CLOSED,CLOSED_UNIQUE,October-24,August-25
4124,AUH,AUH3895,CLASS C,DC SYSTEM,DC SYSTEM DOOR SENSOR FAULTY,MINOR,2024-10-08,2026-02-06,CLOSED,CLOSED_UNIQUE,October-24,February-26
4143,DXB,DXB1613,CLASS A,CIVIL,SHELTER ROOF REPAIR,MAJOR,2024-10-08,2025-08-13,CLOSED,CLOSED_UNIQUE,October-24,August-25
4147,AUH,AAN2504,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-09,2025-09-23,CLOSED,CLOSED_UNIQUE,October-24,September-25
4171,DXB,IDX0935,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-10-09,2026-01-10,CLOSED,CLOSED_UNIQUE,October-24,January-26
4181,AUH,AUH2320,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-09,2025-09-30,CLOSED,CLOSED_UNIQUE,October-24,September-25
4183,DXB,FUJ2436,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2024-10-09,,OPEN,KEEP_OPEN,October-24,
4189,DXB,DXB3482,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2024-10-09,2025-10-16,CLOSED,CLOSED_UNIQUE,October-24,October-25
4190,DXB,DXB3780,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2024-10-09,2025-09-27,CLOSED,CLOSED_UNIQUE,October-24,September-25
4191,DXB,DXB1710,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-10-09,2025-09-23,CLOSED,CLOSED_UNIQUE,October-24,September-25
4216,AUH,AUH2476,CLASS C,CIVIL,SHELTER STEP NEEDS REPAIRING,MINOR,2024-10-10,2025-10-21,CLOSED,CLOSED_UNIQUE,October-24,October-25
96424,AUH,AUH2502,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2026-02-25,,OPEN,KEEP_OPEN,February-26,
4224,AUH,AUH2502,CLASS C,AIR CONDITIONING,AC CONTACTOR FAULTY,MINOR,2025-07-16,2025-10-31,CLOSED,CLOSED_UNIQUE,July-25,October-25
4225,AUH,AUH2502,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-10-10,2026-02-06,CLOSED,CLOSED_UNIQUE,October-24,February-26
4250,AUH,AAN2517,CLASS C,CIVIL,"MAIN GATE LOCK, HINGES, AND ALIGNMENT NEED REPAIRING",MAJOR,2024-10-11,2025-09-13,CLOSED,CLOSED_UNIQUE,October-24,September-25
4279,DXB,DXB1991,CLASS C,DC SYSTEM,FAN FAULTY,MINOR,2024-10-11,2025-10-09,CLOSED,CLOSED_UNIQUE,October-24,October-25
4288,DXB,KFN2955,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-11,2025-10-25,CLOSED,CLOSED_UNIQUE,October-24,October-25
4295,AUH,AUH3295,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-11,,OPEN,KEEP_OPEN,October-24,
4349,AUH,AUH2630,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2024-10-12,2025-10-17,CLOSED,CLOSED_UNIQUE,October-24,October-25
94373,AUH,AUH6525,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2026-02-20,,OPEN,KEEP_OPEN,February-26,
4386,AUH,AAN2015,CLASS C,CIVIL,SHELTER STEP NEEDS REPAIRING,MINOR,2024-10-14,2025-10-29,CLOSED,CLOSED_UNIQUE,October-24,October-25
4408,DXB,ISH0066,CLASS C,CIVIL,"MAIN GATE LOCK, HINGES, AND ALIGNMENT NEED REPAIRING",MAJOR,2024-10-14,,OPEN,KEEP_OPEN,October-24,
4485,AUH,AAN3367,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2024-10-15,2025-10-02,CLOSED,CLOSED_UNIQUE,October-24,October-25
4493,AUH,AUH6407,CLASS C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,MINOR,2024-10-15,2025-12-06,CLOSED,CLOSED_UNIQUE,October-24,December-25
4510,DXB,dxb2070,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2024-10-15,2025-09-24,CLOSED,CLOSED_UNIQUE,October-24,September-25
4512,AUH,AUH2695,CLASS C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2024-10-15,2025-10-16,CLOSED,CLOSED_UNIQUE,October-24,October-25
4515,AUH,AUH2700,CLASS C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2024-10-15,2025-10-16,CLOSED,CLOSED_UNIQUE,October-24,October-25
4516,AUH,AUH2697,CLASS C,POWER METER,POWER METER CABINET DAMAGED,MINOR,2024-10-15,2025-10-16,CLOSED,CLOSED_UNIQUE,October-24,October-25
4518,AUH,AUH2697,CLASS C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2024-10-15,2025-10-16,CLOSED,CLOSED_UNIQUE,October-24,October-25
4519,AUH,AUH2696,CLASS C,POWER METER,POWER METER CABINET DAMAGED,MINOR,2024-10-15,2025-10-16,CLOSED,CLOSED_UNIQUE,October-24,October-25
4520,AUH,AUH2696,CLASS C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2024-10-15,2025-10-16,CLOSED,CLOSED_UNIQUE,October-24,October-25
4538,AUH,AAN2892,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-10-16,2025-10-02,CLOSED,CLOSED_UNIQUE,October-24,October-25
4540,AUH,AAN2848,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-10-16,2025-10-16,CLOSED,CLOSED_UNIQUE,October-24,October-25
4612,DXB,KFN2843,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-10-17,2025-10-25,CLOSED,CLOSED_UNIQUE,October-24,October-25
4644,AUH,AAN3158,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-10-18,2025-10-11,CLOSED,CLOSED_UNIQUE,October-24,October-25
4647,AUH,AAN2308,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-10-18,2025-12-06,CLOSED,CLOSED_UNIQUE,October-24,December-25
4652,AUH,AAN3332,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-10-19,2025-10-25,CLOSED,CLOSED_UNIQUE,October-24,October-25
4654,AUH,AAN3332,CLASS C,SHELTER,SOCKET FAULTY,MINOR,2024-10-19,2025-10-25,CLOSED,CLOSED_UNIQUE,October-24,October-25
97312,AUH,AUH2325,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-03-11,,OPEN,KEEP_OPEN,March-26,
4766,DXB,DXB1368,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-19,2026-01-23,CLOSED,CLOSED_UNIQUE,October-24,January-26
4782,AUH,AAN2803,CLASS C,SHELTER,SOCKET FAULTY,MINOR,2024-10-19,2026-02-06,CLOSED,CLOSED_UNIQUE,October-24,February-26
4784,AUH,AAN2803,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-10-19,2025-10-31,CLOSED,CLOSED_UNIQUE,October-24,October-25
4797,AUH,AAN3359,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-10-21,2025-09-30,CLOSED,CLOSED_UNIQUE,October-24,September-25
4809,AUH,AUH2337,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2024-10-21,2025-10-10,CLOSED,CLOSED_UNIQUE,October-24,October-25
4824,AUH,AUH2297,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-21,2025-11-22,CLOSED,CLOSED_UNIQUE,October-24,November-25
4843,AUH,AUH3304,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-10-21,2025-09-24,CLOSED,CLOSED_UNIQUE,October-24,September-25
4864,AUH,AUH2218,CLASS A,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2024-10-22,2025-10-07,CLOSED,CLOSED_UNIQUE,October-24,October-25
4891,DXB,AJM3155,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-10-22,2025-10-08,CLOSED,CLOSED_UNIQUE,October-24,October-25
4921,DXB,DXB2657,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-10-22,2025-10-10,CLOSED,CLOSED_UNIQUE,October-24,October-25
4933,DXB,DXB1779,CLASS C,OTHERS,PLANTATION,MINOR,2024-10-22,2025-12-18,CLOSED,CLOSED_UNIQUE,October-24,December-25
5005,AUH,IAD0311,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-10-23,2025-09-30,CLOSED,CLOSED_UNIQUE,October-24,September-25
5042,DXB,UAQ2908,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-24,2025-09-30,CLOSED,CLOSED_UNIQUE,October-24,September-25
5043,DXB,UAQ2909,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-24,2025-09-25,CLOSED,CLOSED_UNIQUE,October-24,September-25
5047,DXB,DXB0916,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2024-10-24,2025-10-23,CLOSED,CLOSED_UNIQUE,October-24,October-25
5058,AUH,AUH2251,CLASS A,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-10-24,2025-09-06,CLOSED,CLOSED_UNIQUE,October-24,September-25
5084,AUH,AUH2334,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-24,2025-09-23,CLOSED,CLOSED_UNIQUE,October-24,September-25
5109,AUH,AAN3156,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2024-10-25,2025-10-02,CLOSED,CLOSED_UNIQUE,October-24,October-25
5112,DXB,SHJ3700,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2024-10-25,2025-10-17,CLOSED,CLOSED_UNIQUE,October-24,October-25
5140,DXB,FUJ2202,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-25,2025-11-15,CLOSED,CLOSED_UNIQUE,October-24,November-25
5161,AUH,AUH0925,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2024-10-25,2025-09-24,CLOSED,CLOSED_UNIQUE,October-24,September-25
5163,DXB,DXB1171,CLASS C,DC SYSTEM,RECTIFIER DOOR PANEL BROKEN,MAJOR,2024-10-25,2025-12-23,CLOSED,CLOSED_UNIQUE,October-24,December-25
5202,AUH,AUH2056,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-26,2025-11-21,CLOSED,CLOSED_UNIQUE,October-24,November-25
95788,DXB,FUJ3404,CLASS C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2026-02-26,,OPEN,KEEP_OPEN,February-26,
5227,AUH,AUH2348,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2024-10-26,2025-10-17,CLOSED,CLOSED_UNIQUE,October-24,October-25
5239,AUH,AAN2025,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-10-28,2025-10-30,CLOSED,CLOSED_UNIQUE,October-24,October-25
93760,DXB,SHJ3556,CLASS C,CIVIL,SAFETY ROPE DAMAGED,MINOR,2026-02-16,,OPEN,KEEP_OPEN,February-26,
5271,AUH,AUH2164,CLASS C,CIVIL,SHELTER STEP NEEDS REPAIRING,MINOR,2024-10-28,2025-10-08,CLOSED,CLOSED_UNIQUE,October-24,October-25
5291,DXB,DXB1362,CLASS C,AIR CONDITIONING,AC LEAKAGE,MAJOR,2024-11-27,2025-10-31,CLOSED,CLOSED_UNIQUE,November-24,October-25
5300,AUH,AUH2040,CLASS C,POWER METER,POWER METER NOT WORKING,MINOR,2024-10-28,2025-09-24,CLOSED,CLOSED_UNIQUE,October-24,September-25
5304,DXB,SHJ3655,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2024-10-28,2025-09-18,CLOSED,CLOSED_UNIQUE,October-24,September-25
